Species	Chemical Name	Freq-MHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-MHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	E_U (cm^-1)	E_U (K)	Linelist
H37ClCO	Formyl Chloride	1314.85290	0.0126			2(1,1)-2(1,2),F=1/2-3/2	-11.60850		3.53970	5.09281	3.58356	5.15591	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	1315.02400	0.0018			7(4,3)-8(3,6),gauche	-10.59490		9.32280	13.41352	9.36666	13.47663	CDMS
CH3CH2CH2CN-gauche	Butyronitrile	1315.02540	0.0074			7(4,3)-8(3,6)	-9.82540		101.05290	145.39175	101.09676	145.45486	JPL
NH2CH2CH2OHv27=1	Aminoethanol	1315.16430	0.0275			23(4,20)-24(2,23)	-11.64670		202.09010	290.76090	202.13397	290.82402	JPL
H2NCH2COOH-Iv=1	Glycine	1316.06740	0.2001			29(9,20)-29(9,21),F=29-29	-9.37130		190.78750	274.49908	190.83140	274.56224	JPL
HCCCH2CN	Propargyl cyanide	1316.73700	0.0037			34(5,29)-34(5,30)	-8.90330		123.42370	177.58033	123.46762	177.64352	CDMS
CH3CH2CH2CN-gauche	Butyronitrile	1317.10550	0.1257			71(15,56)-71(15,57)	-9.72590		657.57930	946.10449	657.62323	946.16770	JPL
37ClOv=0	Chlorine monoxide	1317.22940	0.0694			J=3/2,&Omega;=1/2,F=2-3,l=e	-9.95040		321.53730	462.61779	321.58124	462.68101	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	1317.24290	0.0512			71(15,56)-71(15,57),gauche	-10.49570		565.84920	814.13608	565.89314	814.19929	CDMS
ND3	Ammonia			1317.90300	0.01	11(7)0a-11(7)0s	-7.68290		578.79170	832.74736	578.83566	832.81061	CDMS
13CH2CHCN	Vinyl Cyanide 	1317.98140	0.0007			2(1,1)-2(1,2)	-8.29290		2.38910	3.43736	2.43306	3.50061	JPL
NO	Nitric oxide	1317.99460	0.1325			J=43/2,&Omega;=3/2,F=43/2+-41/2-	-14.99370		948.30380	1364.38979	948.34776	1364.45304	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	1318.20430	0.0258			62(9,54)-62(8,54),gauche	-10.87330		411.99420	592.77161	412.03817	592.83487	CDMS
CH313CHO,vt&le;1	Acetaldehyde	1318.45550	0.0168			53(9,44)-53(9,45)E,vt=0	-12.97980		1042.50510	1499.94206	1042.54908	1500.00533	CDMS
NH3v=0	Ammonia	1318.73570	1.3783			23(8)0a-23(8)0s	-16.94310		5067.81770	7291.41728	5067.86169	7291.48057	JPL
CH3COOHv=0	Acetic Acid	1319.36480	0.0002			13(10,3)A2-13(10,4)A1	-9.49270		60.20480	86.62184	60.24881	86.68516	CDMS
CH213CHCN	Vinyl Cyanide 	1319.51080	0.0027			19(3,16)-19(3,17)	-8.39460		73.04430	105.09385	73.08831	105.15718	JPL
c-HDC3O	Cyclopropenone	1320.10980	0.0002			4(2,2)-4(2,3)	-7.81220		7.32290	10.53609	7.36693	10.59944	CDMS
ND3	Ammonia	1320.41570	0.023			15(11)0a-15(11)0s	-8.27300		988.93640	1422.85070	988.98044	1422.91407	CDMS
15N18O	Nitric oxide	1320.66580	0.0003			J=7/2-7/2,&Omega;=1/2,F=5/2+-7/2-	-11.90420		22.90730	32.95871	22.95135	33.02209	CDMS
HCCCH2NH2	Propargylamine	1320.69220	0.0021			45(6,39)-45(6,40)	-10.49200		333.26620	479.49636	333.31025	479.55974	CDMS
c-HCCCD	Cyclopropenylidene	1321.29480	0.0015			7(6,1)-7(6,2)	-7.75900		56.52890	81.33201	56.57297	81.39542	JPL
CCCNv5=1	Cyanoethynyl	1321.78290	0.1554			J=19/2,&Omega;=1/2,l=f-e	-8.83870		168.04400	241.77644	168.08809	241.83988	CDMS
17OH	Hydroxyl radical	1322.45970	0.0019			N=1-1,J+1/2=3/2-3/2,p=-1-1,F1=2-2,F+1/2=7/2-5/2	-6.92460		0.02760	0.03971	0.07171	0.10318	JPL
G'Gg'gg'-CH2(OH)CH(OH)CH2OH	Glycerol	1322.61050	0.0601			23(11,12)-23(11,13)	-9.58520		59.30420	85.32607	59.34832	85.38955	CDMS
H2CS	Thioformaldehyde	1323.25520	0.0723			40(4,36)-40(4,37)	-10.64240		1084.42800	1560.24102	1084.47214	1560.30453	CDMS
t-HONO	Trans - HONO	1323.25800	0.038			39(6,33)-39(6,34)	-9.97140		710.56200	1022.33434	710.60614	1022.39784	JPL
H2NCH2COOH-Iv=1	Glycine	1323.37020	0.0669			14(5,9)-14(5,10),F=14-14	-9.35340		101.88250	146.58535	101.92664	146.64886	JPL
GA-n-C4H9CN	n-Butyl cyanide	1323.41630	0.0019			18(6,12)-19(5,15)	-8.91190		71.37140	102.68766	71.41554	102.75117	CDMS
NO,v=1	Nitric oxide	1323.55120	0.0042			J=7/2-7/2,&Omega;=1/2,F=5/2+-7/2-	-15.75410		1900.88190	2734.96284	1900.92605	2735.02636	CDMS
NH2CH2CH2OHv26=1	Aminoethanol	1323.62780	0.1904			40(10,31)-39(12,28)	-11.73600		516.07860	742.51772	516.12275	742.58124	JPL
N17O	Nitric oxide	1323.95230	0.0165			J=7/2-7/2,&Omega;=1/2,F1=9/2+-9/2-,F2=11/2+-11/2-	-11.25970		24.38570	35.08581	24.42986	35.14935	CDMS
CCCNv5=1	Cyanoethynyl	1324.32790	5.3533			J=7/2-9/2,&Omega;=1/2-3/2,l=e	-9.83490		153.11960	220.30368	153.16377	220.36724	CDMS
i-C3H7CN	iso-propyl cyanide	1324.40000	0.0002			17(7,10)-17(7,11)	-8.10280		43.05220	61.94292	43.09638	62.00648	CDMS
CH3OCN	Methyl cyanate	1324.44690	0.197			8(2,6)-8(2,7),E	-8.64150		16.70390	24.03334	16.74808	24.09691	CDMS
NO	Nitric oxide	1325.15560	0.1331			J=43/2,&Omega;=3/2,F=45/2+-43/2-	-14.98900		948.30340	1364.38921	948.34760	1364.45281	JPL
NH2CH2CH2OHv=0	Aminoethanol	1325.29810	0.0005			8(1,8)-8(0,8)	-9.74130		11.73700	16.88683	11.78121	16.95043	JPL
NO	Nitric oxide			1325.29900	0.001	J=7/2,&Omega;=1/2,F=7/2+-5/2-	-11.75220		25.06230	36.05885	25.10651	36.12246	JPL
NO	Nitric oxide			1325.29900	0.001	J=7/2-7/2,&Omega;=1/2,F=5/2+-7/2-	-11.75220		25.06230	36.05929	25.10651	36.12290	CDMS
13CH3CHO,vt&le;1	Acetaldehyde	1325.30310	0.0156			54(9,45)-54(9,46)E,vt=0	-13.49890		1053.89680	1516.33228	1053.94101	1516.39588	CDMS
c-C5H5CH	Benzvalene	1325.37350	0.1021			23(12,11)-23(12,12)	-9.19930		99.93810	143.78957	99.98231	143.85318	CDMS
(Z)-HC2CHCHCN	(Z)-Cyanovinylacetylene	1325.46020	0.4223			32(10,22)-32(10,23)	-8.84730		98.95020	142.36745	98.99441	142.43107	CDMS
H213CCO	Ketene	1325.81820	0.0787			17(2,15)-17(2,16)	-9.27860		136.15310	195.89281	136.19732	195.95644	CDMS
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	1326.00370	0.0089			78(23,55)-78(23,56)	-9.72770		763.86030	1099.03173	763.90453	1099.09537	CDMS
NH2CH2CH2OHv27=1	Aminoethanol	1326.25880	0.004			43(11,32)-43(11,33)	-9.53350		462.57710	665.54143	462.62134	665.60508	JPL
NO	Nitric oxide	1326.35070	0.1266			J=43/2,&Omega;=3/2,F=45/2+-45/2-	-12.28450		948.30340	1364.38921	948.34764	1364.45287	JPL
NO	Nitric oxide	1326.40460	0.0129			J=45/2-45/2,&Omega;=1/2,F=47/2+-47/2-	-12.28490		948.30320	1364.40565	948.34744	1364.46931	CDMS
CH2DCl	Chloromethane	1326.73130	0.0697			N(Ka,Kc)=32(3,29)-32(3,30),J=67/2-67/2	-10.01590		466.02020	670.50348	466.06445	670.56715	CDMS
CH2DCl	Chloromethane	1326.73130	0.0697			N(Ka,Kc)=32(3,29)-32(3,30),J=61/2-61/2	-10.05610		466.02030	670.50362	466.06455	670.56730	CDMS
CH2DCl	Chloromethane	1326.73150	0.0697			N(Ka,Kc)=32(3,29)-32(3,30),J=65/2-65/2	-10.02970		466.01960	670.50262	466.06385	670.56629	CDMS
CH2DCl	Chloromethane	1326.73150	0.0697			N(Ka,Kc)=32(3,29)-32(3,30),J=63/2-63/2	-10.04310		466.01970	670.50276	466.06395	670.56643	CDMS
N17O	Nitric oxide	1326.76050	0.1024			J=45/2-45/2,&Omega;=1/2,F1=49/2+-49/2-,F2=47/2+-47/2-	-13.20040		1000.25190	1439.14873	1000.29616	1439.21241	CDMS
NH2CH2CH2OHv27=2	Aminoethanol	1327.18540	0.0075			49(8,42)-49(7,42)	-10.45560		601.25430	865.06584	601.29857	865.12954	JPL
NH2CH2CH2OHv27=2	Aminoethanol	1327.20990	0.2702			42(3,39)-41(5,36)	-11.91990		466.85920	671.70239	466.90347	671.76608	JPL
15N17O	Nitric oxide	1327.24040	0.0117			J=5/2-5/2,p=-1-1,F1=2-3,F2=3-4	-11.32420		12.53510	18.03533	12.57937	18.09903	CDMS
HDCO	Formaldehyde	1327.40520	0.0008			35(7,28)-35(7,29)	-10.45240		1626.75780	2340.55684	1626.80208	2340.62054	CDMS
HCCCH2OD	Propargyl Alcohol	1327.63180	0.7846			23(4,19)-23(4,20),vt=0-0	-9.20530		94.11190	135.40525	94.15619	135.46897	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	1327.64820	0.2744			57(14,43)-57(14,44)	-10.34750		888.37970	1278.17287	888.42399	1278.23659	JPL
NH2CH2CH2OHv27=2	Aminoethanol	1328.00490	0.2702			42(4,39)-41(5,36)	-11.84200		466.85920	671.70239	466.90350	671.76612	JPL
ND3	Ammonia	1328.02880	0.0042			10(6)0a-10(-6)0s	-8.49290		492.05570	707.95432	492.10000	708.01806	CDMS
ND3	Ammonia			1328.03300	0.01	10(-6)0a-10(6)0s	-7.49290		492.05570	707.95432	492.10000	708.01806	CDMS
g-CH3CH2OH	gauche-Ethanol	1328.08450	0.0027			35(7,28)-35(7,29),vt=1-1	-9.88020		449.28280	646.41401	449.32710	646.47775	JPL
c-HCOOD	Formic Acid	1328.48990	0.0187			41(6,35)-41(6,36)	-9.24960		678.84610	976.70249	678.89041	976.76625	JPL
c-C6H5CCH	Phenylacetylene	1329.14440	0.0019			20(5,15)-20(5,16)	-10.57030		22.94500	33.01278	22.98934	33.07657	CDMS
CH3COOHv=0	Acetic Acid	1329.23540	0.0002			16(12,4)A1-16(12,5)A2	-9.48960		89.40220	128.63066	89.44654	128.69445	CDMS
g-CH3CH2OH	gauche-Ethanol	1329.37750	0.0059			11(3,8)-12(2,10),vt=1-0	-9.41620		88.65130	127.54871	88.69564	127.61251	JPL
N2Ov2=1	Nitrous Oxide	1329.55150	0.0136			J=7,l=f-e	-11.06120		612.24120	880.87345	612.28555	880.93726	JPL
c-C4H4O	Furan	1329.76760	0.0001			10(10,0)-10(10,1)	-8.72060		34.34400	49.41368	34.38836	49.47750	CDMS
NH2CH2CH2OHv26=1	Aminoethanol	1329.90220	0.0029			25(7,18)-25(7,19)	-9.39560		333.05340	479.18679	333.09776	479.25062	JPL
ND3	Ammonia	1329.92330	0.013			8(3)0a-8(-3)0s	-8.70830		351.32440	505.47454	351.36876	505.53836	CDMS
G'Gg'gg'-CH2(OH)CH(OH)CH2OH	Glycerol	1329.95370	0.5975			37(17,20)-37(17,21)	-9.62280		150.25440	216.18397	150.29876	216.24780	CDMS
N17O	Nitric oxide	1330.43040	0.1032			J=45/2-45/2,&Omega;=1/2,F1=49/2+-49/2-,F2=49/2+-49/2-	-13.17740		1000.25160	1439.14830	1000.29598	1439.21215	CDMS
NH3v=0	Ammonia	1330.45850	1.501			21(1)0a-21(1)0s	-17.36250		4431.07390	6375.29026	4431.11828	6375.35411	JPL
GGag'g'-CH2(OH)CH(OH)CH2OH	Glycerol	1330.83260	0.0901			38(8,30)-38(8,31)	-9.45620		115.68870	166.45132	115.73309	166.51519	CDMS
gGG'g-CH2OHCH2CH2OH	1,3-propanediol, gGG'g	1330.90610	0.0131			50(18,32)-50(18,33),v=1-0	-9.42780		337.96470	486.25898	338.00909	486.32285	CDMS
15N17O	Nitric oxide	1330.98080	0.0164			J=7/2-7/2,p=1--1,F1=5-4,F2=5-4	-11.91110		23.50780	33.82270	23.55220	33.88658	CDMS
HOONO	Peroxynitrous acid	1331.15780	0.0007			16(6,10)-16(6,11),F=15-15	-9.98010		80.61110	115.98072	80.65550	116.04461	JPL
HOONO	Peroxynitrous acid	1331.16250	0.0007			16(6,10)-16(6,11),F=17-17	-9.92720		80.61110	115.98072	80.65550	116.04461	JPL
HOONO	Peroxynitrous acid	1331.23690	0.0007			16(6,10)-16(6,11),F=16-16	-9.95440		80.61110	115.98072	80.65551	116.04461	JPL
CHD(OH)CHO	Glycolaldehyde	1331.51980	0.003			11(5,7)-10(6,4)	-8.99120		34.35650	49.43166	34.40091	49.49556	CDMS
NH2CH2CH2OHv26=1	Aminoethanol	1331.60380	0.0017			8(3,5)-8(3,6)	-9.39120		222.96120	320.78959	223.00562	320.85349	JPL
ND3	Ammonia	1331.64950	0.048			16(-12)0a-16(12)0s	-8.36710		1107.44030	1593.35040	1107.48472	1593.41431	CDMS
NH2CH2CH2OHv25=1	Aminoethanol	1331.72690	0.0013			8(1,8)-8(0,8)	-10.37240		316.71320	455.67703	316.75762	455.74094	JPL
CH313CHO,vt&le;1	Acetaldehyde	1332.05090	0.0164			55(9,46)-55(9,47)E,vt=0	-12.60570		1112.51320	1600.66875	1112.55763	1600.73268	CDMS
H2NCH2COOH-IIv=2	Glycine	1332.07480	0.9161			27(9,18)-27(9,19),F=26-26	-9.57150		808.58400	1163.36532	808.62843	1163.42925	JPL
H2NCH2COOH-IIv=2	Glycine	1332.07660	0.9161			27(9,18)-27(9,19),F=28-28	-9.53990		808.58400	1163.36532	808.62843	1163.42925	JPL
H2NCH2COOH-IIv=0	Glycine	1332.09230	0.9162			27(9,18)-27(9,19),F=27-27	-9.07770		808.58400	1163.36532	808.62843	1163.42925	JPL
H2NCH2COOH-IIv=2	Glycine	1332.12550	0.9162			27(9,18)-27(9,19),F=27-27	-9.55600		808.58400	1163.36532	808.62843	1163.42925	JPL
HNO3v6=1	Nitric acid	1332.40560	0.0014			21(18,3)-21(18,4),F=20-20	-9.81120		836.22010	1203.12727	836.26454	1203.19122	JPL
HNO3v6=1	Nitric acid	1332.40680	0.0014			21(18,3)-21(18,4),F=22-22	-9.77070		836.22010	1203.12727	836.26454	1203.19122	JPL
HNO3v6=1	Nitric acid	1332.43210	0.0017			21(18,3)-21(18,4),F=21-21	-9.79140		836.22010	1203.12727	836.26455	1203.19122	JPL
GGag'g'-CH2(OH)CH(OH)CH2OH	Glycerol	1332.47780	0.0353			27(6,21)-27(6,22)	-9.42710		59.44410	85.52736	59.48855	85.59131	CDMS
H2NCH2COOH-Iv=2	Glycine	1332.52620	0.1945			29(9,20)-29(9,21),F=28-28	-9.70330		118.80890	170.93852	118.85335	171.00247	JPL
H2NCH2COOH-Iv=2	Glycine	1332.52660	0.1945			29(9,20)-29(9,21),F=30-30	-9.67380		118.80890	170.93852	118.85335	171.00247	JPL
H2NCH2COOH-Iv=0	Glycine	1332.53170	0.1945			29(9,20)-29(9,21),F=29-29	-9.21070		118.80890	170.93852	118.85335	171.00247	JPL
H2NCH2COOH-Iv=2	Glycine	1332.54190	0.1945			29(9,20)-29(9,21),F=29-29	-9.68880		118.80890	170.93852	118.85335	171.00247	JPL
CH3COOHv=0	Acetic Acid	1332.58080	0.0242			47(23,24)A1-46(28,19)A2	-13.96100		675.95110	972.54918	675.99555	972.61314	CDMS
NH2CH2CH2OHv27=1	Aminoethanol	1332.63040	0.0275			23(4,20)-24(1,23)	-11.55540		202.08950	290.76004	202.13395	290.82399	JPL
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	1332.63390	0.0004			51(11,41)-51(10,41)	-9.85330		312.51720	449.64547	312.56165	449.70942	CDMS
ND3	Ammonia	1332.91670	0.0056			7(1)0a-7(1)0s	-8.56540		285.38130	410.59767	285.42576	410.66164	CDMS
17OO	Molecular oxygen	1333.00820	0.0137			N=7-7,J=6-8,F=15/2-15/2	-17.40350		77.91240	112.09792	77.95686	112.16189	JPL
CH2CHCNv11=1	Vinyl Cyanide	1333.01770	0.0005			19(3,16)-19(3,17),F=20-20	-9.49590		301.98970	434.49332	302.03416	434.55729	JPL
CH2CHCNv11=1	Vinyl Cyanide	1333.01800	0.0005			19(3,16)-19(3,17),F=18-18	-9.54060		301.98970	434.49332	302.03416	434.55729	JPL
CH2CHCNv11=1	Vinyl Cyanide	1333.02410	0.0005			19(3,16)-19(3,17),F=19-19	-9.51880		301.98970	434.49332	302.03416	434.55729	JPL
CH3COOHv=0	Acetic Acid	1333.21510	0.0242			47(24,24)A1-46(28,19)A2	-14.42490		675.95110	972.54918	675.99557	972.61317	CDMS
CH2DCN	Methyl cyanide	1333.32690	0.0792			21(2,19)-21(2,20)	-8.44350		148.77830	214.05756	148.82277	214.12154	JPL
13CH3CHO,vt&le;1	Acetaldehyde	1333.47430	0.0138			56(9,47)-56(9,48)E,vt=0	-13.15250		1123.18160	1616.01830	1123.22608	1616.08230	CDMS
c-H2C213CO	Cyclopropenone	1334.21320	0.0012			29(7,22)-29(7,23)	-7.84100		246.97270	355.34094	247.01720	355.40497	CDMS
NH3v=0	Ammonia	1334.38410	1.722			24(10)0a-24(10)0s	-17.45080		5398.75560	7767.56036	5398.80011	7767.62440	JPL
CH3OHvt=0-2	Methanol	1334.61700	0.006			29(4,25)-29(4,26)A,vt=0	-10.48270		756.94970	1089.07551	756.99422	1089.13956	CDMS
CH3OHvt=0-2	Methanol	1334.61700	0.006			29(4)+-29(4)-vt=0	-10.49270		756.95000	1089.07594	756.99452	1089.13999	JPL
N17O	Nitric oxide	1334.68180	0.0121			J=5/2-5/2,&Omega;=1/2,F1=3/2+-5/2-,F2=3/2+-5/2-	-11.63680		13.00250	18.70782	13.04702	18.77187	CDMS
HCCCH2OH	Propargyl Alcohol	1334.86550	0.0076			67(8,59)-67(8,60),vt=0-0	-11.76170		739.69561	1064.25086	739.74014	1064.31492	JPL
c-HDC3O	Cyclopropenone	1334.99160	0.0084			42(10,32)-42(10,33)	-8.42220		479.87560	690.43844	479.92013	690.50251	CDMS
gGG'g-CH2OHCH2CH2OH	1,3-propanediol, gGG'g	1335.67930	0.0006			14(6,8)-14(6,9),v=0-1	-9.13010		29.04140	41.78437	29.08595	41.84847	CDMS
OCSv2=1	Carbonyl Sulfide	1335.70840	0.0001			J=14,l=1f-1e	-10.27460		563.07190	810.13020	563.11645	810.19431	CDMS
CH2OO	Methylene peroxide	1335.75450	0.0079			18(4,14)-18(4,15)	-7.58450		167.89040	241.55841	167.93496	241.62251	JPL
NH2CH2CH2OHv26=1	Aminoethanol	1335.79270	0.0021			12(4,8)-12(4,9)	-9.34930		239.33040	344.34108	239.37496	344.40519	JPL
13CH3CHO,vt&le;1	Acetaldehyde	1336.16350	0.0008			47(7,40)-47(7,41)A,vt=0	-10.20930		781.85890	1124.92787	781.90347	1124.99200	CDMS
CH313CHO,vt&le;1	Acetaldehyde	1336.19840	0.0024			45(7,38)-45(7,39)A,vt=1	-10.38730		882.72450	1270.05192	882.76907	1270.11605	CDMS
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	1336.20140	0.0001			5(1,5)-5(0,5)	-9.70860		3.10430	4.46642	3.14887	4.53055	CDMS
C9S	Thiononaoctaenylidene	1336.32030	0.0001			J=3-2	-7.15760		0.04460	0.06417	0.08917	0.12830	CDMS
15NO	Nitric oxide	1336.49950	0.0548			J=47/2-47/2,&Omega;=1/2,F=45/2--47/2+	-15.27340		993.10990	1428.87292	993.15448	1428.93706	JPL
CH318OHvt=0,1&2	Methanol	1336.71500	5.47			20(14,6)-19(12,7)A,vt=1-vt=2	-15.21700		1234.60600	1776.31242	1234.65059	1776.37657	CDMS
CH318OHvt=0,1&2	Methanol	1336.71500	5.47			20(14,7)-19(12,7)A,vt=1-vt=2	-15.21700		1234.60600	1776.31242	1234.65059	1776.37657	CDMS
H2NCH2COOH-Iv=2	Glycine	1336.86950	0.0312			14(5,9)-14(5,10),F=13-13	-9.70500		29.85810	42.95890	29.90269	43.02306	JPL
H2NCH2COOH-Iv=2	Glycine	1336.87220	0.0312			14(5,9)-14(5,10),F=15-15	-9.64480		29.85810	42.95890	29.90269	43.02306	JPL
H2NCH2COOH-Iv=0	Glycine	1336.88350	0.0312			14(5,9)-14(5,10),F=14-14	-9.19470		29.85810	42.95890	29.90269	43.02306	JPL
H2NCH2COOH-Iv=2	Glycine	1336.90860	0.0311			14(5,9)-14(5,10),F=14-14	-9.67590		29.85810	42.95890	29.90269	43.02306	JPL
HOONO	Peroxynitrous acid	1336.95070	0.0007			6(3,3)-6(3,4),F=5-6	-11.60900		14.05890	20.22750	14.10350	20.29167	JPL
HOONO	Peroxynitrous acid	1337.06020	0.0006			6(3,3)-6(3,4),F=7-6	-11.60930		14.05890	20.22750	14.10350	20.29167	JPL
CH3OCN	Methyl cyanate	1337.12950	0.1284			26(4,22)-26(4,23),E	-8.75580		137.06520	197.20753	137.10980	197.27170	CDMS
HOONO	Peroxynitrous acid	1337.43180	0.0005			6(3,3)-6(3,4),F=5-5	-10.06560		14.05880	20.22736	14.10341	20.29155	JPL
HOONO	Peroxynitrous acid	1337.47140	0.0005			6(3,3)-6(3,4),F=7-7	-9.92760		14.05880	20.22736	14.10341	20.29155	JPL
ClOv=0	Chlorine monoxide	1337.52300	0.0448			J=3/2,&Omega;=1/2,F=2-3,l=e	-9.93190		321.54050	462.62239	321.58511	462.68659	JPL
15N17O	Nitric oxide	1337.68910	0.0125			J=5/2-5/2,p=-1-1,F1=2-3,F2=2-3	-11.56510		12.53460	18.03461	12.57922	18.09881	CDMS
c-C6H5OH	Phenol	1337.70300	0.0428			A3(25,78)-A4(24,81),v=1-0	-12.01910		896.92200	1290.47240	896.96662	1290.53660	CDMS
HOONO	Peroxynitrous acid	1337.70880	0.0005			6(3,3)-6(3,4),F=6-6	-10.00160		14.05890	20.22750	14.10352	20.29170	JPL
N17O	Nitric oxide	1337.76900	0.0233			J=3/2-3/2,&Omega;=1/2,F1=1/2+-1/2-,F2=1/2+--1/2-	-11.85090		4.87090	7.00818	4.91552	7.07239	CDMS
NH2CH2CH2OHv26+v27	Aminoethanol	1337.92920	0.089			38(10,28)-38(10,29)	-9.73230		550.17390	791.57297	550.21853	791.63718	JPL
HOONO	Peroxynitrous acid	1338.12000	0.0007			6(3,3)-6(3,4),F=6-7	-11.60930		14.05880	20.22736	14.10343	20.29158	JPL
HOONO	Peroxynitrous acid	1338.19000	0.0007			6(3,3)-6(3,4),F=6-5	-11.60900		14.05880	20.22736	14.10344	20.29158	JPL
i-C3H7CN	iso-propyl cyanide	1338.97860	0.0005			32(12,20)-32(12,21)	-8.14010		145.14270	208.82933	145.18736	208.89359	CDMS
15NO	Nitric oxide	1339.15960	0.0139			J=47/2-47/2,&Omega;=1/2,F=47/2--47/2+	-12.23760		993.10990	1428.87292	993.15457	1428.93719	CDMS
15NO	Nitric oxide	1339.20450	0.0472			J=47/2-47/2,&Omega;=1/2,F=47/2--47/2+	-12.23850		993.10990	1428.87292	993.15457	1428.93719	JPL
SiC2v=0	Silicon Carbide	1339.34790	0.0126			12(4,8)-12(4,9)	-7.42500		83.32210	119.88123	83.36678	119.94550	JPL
CH313CHO,vt&le;1	Acetaldehyde	1339.78590	0.0152			20(5,15)-21(4,17)E,vt=1	-12.08310		315.58850	454.06441	315.63319	454.12871	CDMS
c-C6H5OH	Phenol	1339.80580	0.0428			A3(26,78)-A4(23,81),v=1-0	-12.24030		896.92200	1290.47240	896.96669	1290.53670	CDMS
g-CH3CH2OH	gauche-Ethanol	1339.88190	0.0059			15(4,12)-16(3,14),vt=1-0	-9.37290		125.82460	181.03249	125.86929	181.09680	JPL
N17O	Nitric oxide	1339.92040	0.02			J=7/2-7/2,&Omega;=1/2,F1=7/2+-9/2-,F2=7/2+-7/2-	-13.27050		24.38830	35.08955	24.43299	35.15386	CDMS
l-C3D2	Propadienylidene	1340.02430	0.0133			11(2,9)-11(2,10)	-7.75470		58.24800	83.80642	58.29270	83.87074	CDMS
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	1340.70780	0.0002			24(8,16)-24(8,17)	-9.25370		76.73320	110.40268	76.77792	110.46702	CDMS
c-C6H5OH	Phenol	1340.77190	0.0183			75(51,25)-76(50,26),v=1-0	-11.30110		720.99160	1037.34746	721.03632	1037.41181	CDMS
c-C6H5OH	Phenol	1340.77190	0.0183			75(51,24)-76(50,27),v=1-0	-11.30110		720.99160	1037.34746	721.03632	1037.41181	CDMS
t-HC(O)NHD	Formamide	1340.87900	0.0001			1(1,0)-1(1,1)	-7.66180		2.67890	3.85436	2.72363	3.91872	CDMS
NH2CH2CH2OHv25+v27	Aminoethanol	1341.02520	0.501			57(9,49)-57(8,49)	-11.20560		991.09850	1425.96146	991.14323	1426.02582	JPL
c-C6H5OH	Phenol	1341.29830	0.0053			66(43,24)-65(44,21),v=0-1	-11.19370		540.31630	777.39566	540.36104	777.46003	CDMS
c-C6H5OH	Phenol	1341.29830	0.0053			66(43,23)-65(44,22),v=0-1	-11.19370		540.31630	777.39566	540.36104	777.46003	CDMS
c-C6H5CCH	Phenylacetylene	1341.38700	0.0022			25(6,19)-25(6,20)	-10.31080		35.15450	50.57955	35.19924	50.64393	CDMS
CHOCHOHCH2OH	Glyceraldehyde	1341.40660	1.1283			83(17,67)-83(16,67)	-9.06410		637.48380	917.20296	637.52854	917.26734	CDMS
CH3CH2CH2CN-gauche	Butyronitrile	1341.47110	0.0136			49(11,38)-49(11,39)	-9.19260		366.39740	527.16110	366.44215	527.22548	JPL
CH3COOHv=0	Acetic Acid	1341.47660	0.0006			26(15,12)-26(14,12),E	-13.53100		216.07480	310.88546	216.11955	310.94984	CDMS
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	1341.47960	0.0052			49(11,38)-49(11,39),gauche	-9.96230		274.66730	395.18755	274.71205	395.25193	CDMS
CH2CHCNv=0	Vinyl Cyanide	1341.50440	0.0003			43(5,38)-43(5,39),F=44-44	-9.49130		337.44770	485.50918	337.49245	485.57356	JPL
CH2CHCNv=0	Vinyl Cyanide	1341.50480	0.0003			43(5,38)-43(5,39),F=42-42	-9.51130		337.44770	485.50918	337.49245	485.57356	JPL
CH2CHCNv=0	Vinyl Cyanide	1341.50670	0.0003			43(5,38)-43(5,39),F=43-43	-9.50140		337.44760	485.50903	337.49235	485.57341	JPL
HNO3v9=1	Nitric acid	1341.84570	0.0014			34(28,6)-34(28,7),F=33-33	-9.87470		941.21490	1354.19050	941.25966	1354.25490	JPL
HNO3v9=1	Nitric acid	1341.84610	0.0014			34(28,6)-34(28,7),F=35-35	-9.84950		941.21490	1354.19050	941.25966	1354.25490	JPL
HNO3v9=1	Nitric acid	1341.85970	0.0014			34(28,6)-34(28,7),F=34-34	-9.86230		941.21490	1354.19050	941.25966	1354.25490	JPL
13CH2OHCHO	Glycolaldehyde	1342.33130	0.0026			16(2,15)-15(3,12)	-9.59560		51.46940	74.05347	51.51418	74.11789	CDMS
13CH3CHO,vt&le;1	Acetaldehyde	1342.57830	0.0013			47(7,40)-47(7,41)E,vt=0	-10.21260		781.89030	1124.97305	781.93508	1125.03749	CDMS
