Species	Chemical Name	Freq-MHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-MHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	Linelist
17OD	Hydroxyl radical	915.22740	0.0542			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=9-9,F=8-8	-11.44970		1143.16880	JPL
N17O	Nitric oxide	915.48010	0.0158			J=5/2-5/2,&Omega;=1/2,F1=7/2+-9/2-,F2=9/2+-11/2-	-12.04310		13.00820	CDMS
CH2DCl	Chloromethane	915.48470	0.0072			N(Ka,Kc)=2(1,1)-2(1,2),J=1/2-3/2	-9.91690		6.03820	CDMS
CH2DCl	Chloromethane	915.53130	0.0036			N(Ka,Kc)=2(1,1)-2(1,2),J=7/2-5/2	-9.85860		6.03800	CDMS
HCCCH2OH	Propargyl Alcohol	915.74010	0.0095			27(5,22)-28(4,25),vt=1-1	-11.32350		157.77200	JPL
c-C5H5CH	Benzvalene	915.92910	0.0359			10(6,4)-10(6,5)	-9.55130		20.50870	CDMS
N17O	Nitric oxide	915.95830	0.011			J=3/2-3/2,&Omega;=1/2,F1=3/2+-5/2-,F2=3/2+-3/2-	-12.17240		4.87740	CDMS
c-C6H5OH	Phenol	916.01370	0.0042			60(41,20)-61(40,21),v=1-0	-11.19130		464.28800	CDMS
c-C6H5OH	Phenol	916.01370	0.0042			60(41,19)-61(40,22),v=1-0	-11.19130		464.28800	CDMS
c-C6H5CCH	Phenylacetylene	916.41610	0.0019			50(11,39)-50(11,40)	-10.86610		135.26100	CDMS
N17O	Nitric oxide	916.51370	0.0108			J=3/2-3/2,&Omega;=1/2,F1=3/2+-5/2-,F2=1/2+-3/2-	-11.65610		4.87740	CDMS
H&beta;	Hydrogen Recombination Line	916.63100	0			H(242)&beta;	0.00000		0.00000	Recomb
HCCCH2CN	Propargyl cyanide	916.86400	0.0055			52(7,45)-52(7,46)	-9.44450		280.79020	CDMS
He&beta;	Helium Recombination Line	917.00400	0			He(242)&beta;	0.00000		0.00000	Recomb
t-HCOOD	Formic Acid	917.08660	0.0025			52(9,43)-52(9,44)	-10.90710		1151.90381	JPL
C&beta;	Carbon Recombination Line	917.08800	0			C(242)&beta;	0.00000		0.00000	Recomb
17OD	Hydroxyl radical	917.39730	0.0543			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=10-11,F=9-10	-13.31420		1143.16900	JPL
15NO	Nitric oxide	917.81180	0.0308			J=41/2-41/2,&Omega;=1/2,F=39/2+-41/2-	-14.96490		780.19670	JPL
c-C3D	Cyclopropynylidyne	918.05050	0.0012			3(3,0)-3(3,1),J=7/2-7/2,F=5/2-5/2	-7.92850		13.63420	JPL
c-C3D	Cyclopropynylidyne	918.05920	0.0012			3(3,0)-3(3,1),J=7/2-7/2,F=7/2-7/2	-7.82340		13.63410	JPL
c-C3D	Cyclopropynylidyne	918.06890	0.0011			3(3,0)-3(3,1),J=7/2-7/2,F=9/2-9/2	-7.69300		13.63400	JPL
H&delta;	Hydrogen Recombination Line	918.12400	0			H(304)&delta;	0.00000		0.00000	Recomb
G'Gg'gg'-CH2(OH)CH(OH)CH2OH	Glycerol	918.24520	0.016			18(9,9)-18(9,10)	-9.89670		36.99210	CDMS
He&delta;	Helium Recombination Line	918.49800	0			He(304)&delta;	0.00000		0.00000	Recomb
c-C5H4CH2	Methylenecyclopentadiene	918.70630	0.138			25(10,15)-25(10,16)	-10.39650		87.64690	CDMS
N17O	Nitric oxide	918.79870	0.0162			J=7/2-7/2,&Omega;=1/2,F1=11/2+-9/2-,F2=9/2+-7/2-	-12.51440		24.38830	CDMS
13CH3OHvt=1	Methanol	918.97300	0.028			4(1,3)-4(1,4)-+	-6.34512		241.83100	CDMS
13CH3OHvt=1	Methanol	918.97300	0.028			4(1,3)-4(1,4)-+	-6.34514		241.83100	SLAIM
13CH3OHvt=0	Methanol	918.97300	0.028			4(1,3)-4(1,4),m=-1	-10.17780		241.83100	CDMS
15NO	Nitric oxide	919.11330	0.0069			J=41/2-41/2,&Omega;=1/2,F=41/2+-41/2-	-12.04970		780.19670	CDMS
CHOCHOHCH2OH	Glyceraldehyde	919.12170	0.8213			84(17,68)-84(16,68)	-9.40270		652.10240	CDMS
15NO	Nitric oxide	919.13730	0.0253			J=41/2-41/2,&Omega;=1/2,F=41/2+-41/2-	-12.05070		780.19670	JPL
H&epsilon;	Hydrogen Recombination Line	919.22600	0			H(327)&epsilon;	0.00000		0.00000	Recomb
CH2CHCNv11=1	Vinyl Cyanide	919.42400	0.034			34(3,31)-35(1,34)	0.00000		442.50500	SLAIM
N17O	Nitric oxide	919.94570	0.0916			J=39/2-39/2,&Omega;=1/2,F1=43/2+-43/2-,F2=45/2+-45/2-	-12.95530		785.59630	CDMS
CH3CHNH2COOH-II	&alpha;-Alanine	920.21850	0.0008			1(1,0)-1(1,1),F=1-1	-9.92740		0.24290	CDMS
CH3CHNH2COOH-II	&alpha;-Alanine	920.31670	0.0004			1(1,0)-1(1,1),F=1-2	-9.70540		0.24290	CDMS
NH2CH2CH2OHv25=1	Aminoethanol	920.35150	0.0048			39(6,34)-39(5,34)	-10.78060		580.80210	JPL
H&zeta;	Hydrogen Recombination Line	920.40600	0			H(347)&zeta;	0.00000		0.00000	Recomb
CH3CHNH2COOH-II	&alpha;-Alanine	920.45180	0.0005			1(1,0)-1(1,1),F=2-1	-9.70530		0.24290	CDMS
CH3CHNH2COOH-II	&alpha;-Alanine	920.46400	0.0009			1(1,0)-1(1,1),F=1-0	-9.80220		0.24290	CDMS
CH3CHNH2COOH-II	&alpha;-Alanine	920.55010	0.0003			1(1,0)-1(1,1),F=2-2	-9.22810		0.24290	CDMS
CH3CHNH2COOH-II	&alpha;-Alanine	920.80190	0.0008			1(1,0)-1(1,1),F=0-1	-9.80190		0.24290	CDMS
H13CCCHO	Propynal	921.24150	0.0588			2(1,1)-2(1,2)	-8.96420		2.99930	CDMS
15N17O	Nitric oxide	921.28950	0.0158			J=7/2-7/2,p=1--1,F1=6-5,F2=7-6	-12.22880		23.51220	CDMS
N17O	Nitric oxide	921.50940	0.0136			J=5/2-5/2,&Omega;=1/2,F1=7/2+-7/2-,F2=7/2+-7/2-	-11.63960		13.00560	CDMS
17OD	Hydroxyl radical	921.59450	0.0542			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=10-10,F=9-9	-11.39970		1143.16890	JPL
H35ClCO	Formyl Chloride	921.59720	0.0011			35(4,31)-35(4,32),F=71/2-71/2	-11.76780		287.10870	JPL
H35ClCO	Formyl Chloride	921.59850	0.0011			35(4,31)-35(4,32),F=69/2-69/2	-11.78000		287.10870	JPL
H35ClCO	Formyl Chloride	921.62690	0.0011			35(4,31)-35(4,32),F=73/2-73/2	-11.75510		287.10910	JPL
H35ClCO	Formyl Chloride	921.62810	0.0011			35(4,31)-35(4,32),F=67/2-67/2	-11.79190		287.10910	JPL
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	921.87850	0.0002			11(2,10)-11(1,10)	-9.80410		14.46480	CDMS
H&alpha;	Hydrogen Recombination Line	921.89700	0			H(192)&alpha;	0.00000		0.00000	Recomb
17OD	Hydroxyl radical	922.04890	0.0152			N=2-2,J+1/2=5/2-5/2,p=1--1,F1=2-4,F=2-2	-13.23730		46.12550	JPL
He&alpha;	Helium Recombination Line	922.27200	0			He(192)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	922.35700	0			C(192)&alpha;	0.00000		0.00000	Recomb
N17O	Nitric oxide	922.84130	0.0409			J=39/2-39/2,&Omega;=1/2,F1=41/2+-41/2-,F2=39/2+-39/2-	-13.09680		785.59640	CDMS
HeII&alpha;	Helium Recombination Line	922.94150				HeII(305)&alpha;	0.00000		0.00000	SLAIM
CH3O13CHO(TopModel)	Methyl Formate	922.94600	0.023			51(14,37)-51(14,38)vt=0-0	0.00000		633.13080	TopModel
H2SO4	Sulfuric acid	923.04130	0.0264			40(20,21)-40(19,21)	-8.53750		274.52870	JPL
H&gamma;	Hydrogen Recombination Line	923.26500	0			H(276)&gamma;	0.00000		0.00000	Recomb
He&gamma;	Helium Recombination Line	923.64100	0			He(276)&gamma;	0.00000		0.00000	Recomb
C&gamma;	Carbon Recombination Line	923.72500	0			C(276)&gamma;	0.00000		0.00000	Recomb
17OD	Hydroxyl radical	923.73940	0.0152			N=2-2,J+1/2=5/2-5/2,p=1--1,F1=2-2,F=2-1	-12.73440		46.12540	JPL
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	923.93330	0.0001			21(4,18)-21(3,18)	-9.86970		52.57670	CDMS
c-C4H4NH	Pyrrole	924.15540	0.0119			14(14,0)-14(14,1)	-8.11580		63.61050	CDMS
17OD	Hydroxyl radical	924.31250	0.0152			N=2-2,J+1/2=5/2-5/2,p=1--1,F1=3-4,F=3-2	-12.31910		46.12550	JPL
CH3CH2CH2CN-gauche	Butyronitrile	924.36190	0.0845			70(15,55)-70(15,56)	-9.98990		643.26250	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	924.45390	0.0342			70(15,55)-70(15,56),gauche	-10.75970		551.53240	CDMS
N17O	Nitric oxide	924.81370	0.0501			J=39/2-39/2,&Omega;=1/2,F1=43/2+-41/2-,F2=41/2+-41/2-	-13.32790		785.59620	CDMS
N17O	Nitric oxide	925.38760	0.0394			J=39/2-39/2,&Omega;=1/2,F1=41/2+-41/2-,F2=41/2+-41/2-	-13.26540		785.59620	CDMS
17OD	Hydroxyl radical	925.51790	0.0543			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=10-9,F=9-8	-13.37670		1143.16880	JPL
CH318OHvt=0,1&2	Methanol	925.58300	0.03			4(1,3)-4(1,4)A,vt=1	-10.17400		241.11400	CDMS
CH3CH2CNv=0	Ethyl Cyanide	926.08870	0.0005			7(2,5)-7(2,6),F=6-6	-9.19160		11.44840	CDMS
CH3CH2CNv=0	Ethyl Cyanide	926.09370	0.0004			7(2,5)-7(2,6),F=8-8	-9.07300		11.44840	CDMS
CH3CH2CNv=0	Ethyl Cyanide	926.10440	0.0001			7(2,5)-7(2,6)	-8.64340		11.44840	JPL
CH3CH2CNv=0	Ethyl Cyanide	926.12880	0.0009			7(2,5)-7(2,6),F=7-7	-9.13610		11.44840	CDMS
NH2CH2CH2OHv27=1	Aminoethanol	926.20250	0.0004			9(1,9)-9(0,9)	-10.21400		118.51790	JPL
13CH3OHvt=0	Methanol	926.69000	0.062			18(6,13)-19(5,15)	-5.53387		393.92900	SLAIM
13CH3OHvt=0	Methanol	926.69000	0.062			18(6,13)-19(5,15)	-9.36300		393.92900	CDMS
H&delta;	Hydrogen Recombination Line	927.18500	0			H(303)&delta;	0.00000		0.00000	Recomb
He&delta;	Helium Recombination Line	927.56300	0			He(303)&delta;	0.00000		0.00000	Recomb
H2CCO	Ketene	927.57660	0.0169			15(2,13)-15(2,14)	-9.48230		117.14400	CDMS
NH3v=0	Ammonia	927.59280	1.4075			23(5)0a-23(5)0s	-17.92580		5188.78700	JPL
l-C3Hv=0	Propynylidyne	927.62980	0.2232			J=23/2,&Omega;=3/2,F=11--11+	-9.46620		52.01350	JPL
H&epsilon;	Hydrogen Recombination Line	927.64700	0			H(326)&epsilon;	0.00000		0.00000	Recomb
NO,v=1	Nitric oxide			927.89000	0.02	J=5/2-5/2,&Omega;=1/2,F=3/2--3/2+	-14.94770		1889.30500	CDMS
NH2CH2CH2OHv25+v27	Aminoethanol	927.94790	0.0024			1(1,0)-1(1,1)	-10.22310		409.63920	JPL
H&beta;	Hydrogen Recombination Line	928.04100	0			H(241)&beta;	0.00000		0.00000	Recomb
H&zeta;	Hydrogen Recombination Line	928.34100	0			H(346)&zeta;	0.00000		0.00000	Recomb
l-C3D2	Propadienylidene	928.35330	0.0095			10(2,8)-10(2,9)	-8.01960		51.56620	CDMS
HNO3	Nitric acid	928.41530	0.0008			27(23,4)-27(23,5),F=26-26	-8.92780		310.28130	JPL
HNO3	Nitric acid	928.41580	0.0008			27(23,4)-27(23,5),F=28-28	-8.89610		310.28130	JPL
He&beta;	Helium Recombination Line	928.41900	0			He(241)&beta;	0.00000		0.00000	Recomb
HNO3	Nitric acid	928.42900	0.0008			27(23,4)-27(23,5),F=27-27	-8.91220		310.28130	JPL
C&beta;	Carbon Recombination Line	928.50400	0			C(241)&beta;	0.00000		0.00000	Recomb
H2CCO	Ketene	928.54300	0.416			15(2,13)-15(2,14)	0.00000		117.09800	SLAIM
17OD	Hydroxyl radical	928.61020	0.0542			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=11-11,F=10-10	-11.34390		1143.16900	JPL
15NO	Nitric oxide	928.62430	0.0069			J=41/2-41/2,&Omega;=1/2,F=39/2+-39/2-	-12.06250		780.19640	CDMS
15NO	Nitric oxide	928.64930	0.025			J=41/2-41/2,&Omega;=1/2,F=39/2+-39/2-	-12.06350		780.19640	JPL
c-H2C213CO	Cyclopropenone	928.72510	0.0002			8(3,5)-8(3,6)	-7.85710		24.48510	CDMS
c-C5H5CH	Benzvalene	928.77450	0.03			8(5,3)-8(5,4)	-9.47320		13.54170	CDMS
c-HCOOH	Formic Acid	929.21230	0.0148			38(6,32)-38(6,33)	-9.39830		634.94070	CDMS
NO	Nitric oxide			929.25900	0.004	J=5/2,&Omega;=1/2,F=3/2+-3/2-	-10.94540		13.36570	JPL
NO	Nitric oxide			929.25900	0.004	J=5/2-5/2,&Omega;=1/2,F=3/2--3/2+	-10.94550		13.36570	CDMS
H2CS	Thioformaldehyde	929.33480	0.008			22(3,19)-22(3,20)	-8.97990		372.10311	CDMS
NH2CH2CH2OHv25+v27	Aminoethanol	929.62890	0.3641			58(9,50)-58(8,50)	-11.54450		1010.31940	JPL
17OD	Hydroxyl radical	929.63280	0.2464			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=9-11,F=9-9	-18.65840		1143.16300	JPL
H2CS	Thioformaldehyde	929.66200	0.701			22(3,19)-22(3,20)	0.00000		372.07800	SLAIM
c-C6H5OH	Phenol	929.80960	0.0293			81(53,29)-80(54,26),v=0-1	-11.99890		815.00540	CDMS
c-C6H5OH	Phenol	929.80960	0.0293			81(53,28)-80(54,27),v=0-1	-11.99890		815.00540	CDMS
15NO	Nitric oxide	929.97470	0.0308			J=41/2-41/2,&Omega;=1/2,F=41/2+-39/2-	-14.95340		780.19640	JPL
H2NCH2COOH-IIv=2	Glycine	930.12880	0.8823			30(10,20)-30(10,21),F=29-29	-9.88590		833.64630	JPL
H2NCH2COOH-IIv=2	Glycine	930.12980	0.8823			30(10,20)-30(10,21),F=31-31	-9.85740		833.64630	JPL
H2NCH2COOH-IIv=0	Glycine	930.13990	0.8823			30(10,20)-30(10,21),F=30-30	-9.39380		833.64630	JPL
H2NCH2COOH-IIv=2	Glycine	930.16090	0.8823			30(10,20)-30(10,21),F=30-30	-9.87180		833.64640	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	930.32450	0.0005			24(3,22)-24(2,22),gauche	-10.70880		61.45440	CDMS
CH3O13CHO(TopModel)	Methyl Formate	930.35200	0			22(7,15)-22(7,16)-+vt=1-1	0.00000		256.63260	TopModel
N17O	Nitric oxide	930.81990	0.0108			J=3/2-3/2,&Omega;=1/2,F1=3/2+-5/2-,F2=3/2+-5/2-	-11.50710		4.87690	CDMS
HeII&alpha;	Helium Recombination Line	932.06440				HeII(304)&alpha;	0.00000		0.00000	SLAIM
c-C3H6O	Oxetane	932.13820	0.0042			34(31,3)-34(31,4)	-8.48050		468.76410	CDMS
c-C3H6O	Oxetane	932.13820	0.0042			34(31,3)-34(31,4)	-8.48050		468.76410	CDMS
CHOCHOHCH2OH	Glyceraldehyde	932.17370	0.3144			60(12,49)-60(11,49)	-8.83440		334.24000	CDMS
ND3	Ammonia	932.21100	0.241			15(7)0a-15(7)0s	0.00000		1128.27100	SLAIM
c-C6H5OH	Phenol	932.22970	0.0042			31(6,25)-30(9,22),v=1-0	-11.35930		80.00520	CDMS
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	932.58050	0.0002			27(9,18)-27(9,19)	-9.55650		96.74500	CDMS
c-C6H5OH	Phenol	932.68410	0.0003			50(18,32)-50(18,33),v=0-0	-11.94950		230.04920	CDMS
15N17O	Nitric oxide	932.75130	0.0107			J=3/2-3/2,p=1--1,F1=2-3,F2=2-3	-11.36300		4.70040	CDMS
c-C6H5OH	Phenol	932.76600	0.0003			50(18,32)-50(18,33),v=1-1	-12.16900		230.05090	CDMS
17OD	Hydroxyl radical	932.80740	0.0542			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=11-10,F=10-9	-13.37200		1143.16890	JPL
c-C5H4CH2	Methylenecyclopentadiene	932.86580	0.189			28(11,17)-28(11,18)	-10.29040		108.90080	CDMS
NCHCCO	Cyanoethenone	933.07820	0.003			42(5,38)-43(4,39)	-8.85840		184.60470	CDMS
t-DCOOH	Formic Acid	933.31070	0.0005			38(8,30)-38(8,31)	-9.82830		646.83110	JPL
H&gamma;	Hydrogen Recombination Line	933.31900	0			H(275)&gamma;	0.00000		0.00000	Recomb
H2SO4	Sulfuric acid	933.32320	0.0443			19(10,10)-19(9,10)	-8.95960		63.63090	JPL
He&gamma;	Helium Recombination Line	933.69900	0			He(275)&gamma;	0.00000		0.00000	Recomb
C&gamma;	Carbon Recombination Line	933.78400	0			C(275)&gamma;	0.00000		0.00000	Recomb
CHD2CN	Methyl cyanide	933.85600	0.0002			3(1,2)-3(1,3)	-8.33170		6.22750	CDMS
17OD	Hydroxyl radical	933.88590	0.2464			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=9-10,F=9-8	-16.17810		1143.16290	JPL
NH2CH2CH2OHv26=1	Aminoethanol	934.02180	0.0143			52(8,45)-52(7,45)	-10.91000		692.08830	JPL
H2SO4	Sulfuric acid	934.12690	8.0946			92(44,49)-92(43,49)	-10.13560		1429.09230	JPL
c-H2C3O	Cyclopropenone	934.55170	0			8(3,5)-8(3,6)	-7.85130		24.50010	CDMS
17OH	Hydroxyl radical	934.76920	0.0481			N=5-5,J+1/2=9/2-9/2,p=1--1,F1=5-5,F+1/2=7/2-5/2	-10.47820		606.48780	JPL
CH318OHvt=0,1&2	Methanol	934.79400	0.11			19(2,18)-19(2,17)A,vt=1	-10.72200		500.28200	CDMS
CH2NH	Methanimine	935.23600	0.065			27(6,21)-27(6,22),F=27-26	0.00000		1005.31000	SLAIM
CH2NH	Methanimine	935.23800	0.064			27(6,21)-27(6,22),F=27-28	0.00000		1005.31000	SLAIM
CH2NH	Methanimine	935.29700	0.053			27(6,21)-27(6,22),F=28-28	0.00000		1005.31000	SLAIM
CH2NH	Methanimine	935.29700	0.053			27(6,21)-27(6,22),F=26-26	0.00000		1005.31000	SLAIM
CH2NH	Methanimine	935.29900	0.053			27(6,21)-27(6,22)	0.00000		1005.31000	SLAIM
CH2NH	Methanimine	935.30300	0.053			27(6,21)-27(6,22),F=27-27	0.00000		1005.31000	SLAIM
CH2NH	Methanimine	935.36200	0.064			27(6,21)-27(6,22),F=28-27	0.00000		1005.31000	SLAIM
CH2NH	Methanimine	935.36400	0.065			27(6,21)-27(6,22),F=26-27	0.00000		1005.31000	SLAIM
N18O	Nitric oxide	935.84740	0.0002			J=5/2-5/2,&Omega;=1/2,F=5/2--3/2+	-11.68070		12.68260	CDMS
15N17O	Nitric oxide	935.89050	0.0928			J=41/2-41/2,p=-1-1,F1=23-23,F2=24-24	-12.89870		827.03700	CDMS
N17O	Nitric oxide	936.16370	0.033			J=39/2-39/2,&Omega;=1/2,F1=41/2+-41/2-,F2=43/2+-43/2-	-12.96320		785.59590	CDMS
H&epsilon;	Hydrogen Recombination Line	936.17100	0			H(325)&epsilon;	0.00000		0.00000	Recomb
CH3CH2CH2CN-gauche	Butyronitrile	936.33010	0.0052			13(5,8)-12(6,7)	-9.91390		115.80560	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	936.33080	0.0017			13(5,8)-12(6,7),gauche	-10.68330		24.07540	CDMS
H&delta;	Hydrogen Recombination Line	936.36500	0			H(302)&delta;	0.00000		0.00000	Recomb
H&zeta;	Hydrogen Recombination Line	936.36800	0			H(345)&zeta;	0.00000		0.00000	Recomb
DNO3	Nitric acid	936.37470	0.0008			43(32,11)-43(3212)	-9.09840		725.20710	JPL
HCCCH2CN	Propargyl cyanide	936.40140	0.0109			46(7,40)-45(8,37)	-8.94640		226.14830	CDMS
H&alpha;	Hydrogen Recombination Line	936.41500	0			H(191)&alpha;	0.00000		0.00000	Recomb
CH3O13CHO(TopModel)	Methyl Formate	936.42400	0.013			40(-5,35)-39(-7,32)vt=0-0	0.00000		350.04270	TopModel
He&delta;	Helium Recombination Line	936.74700	0			He(302)&delta;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	936.79600	0			He(191)&alpha;	0.00000		0.00000	Recomb
NH2CH2CH2OHv26=1	Aminoethanol	936.80080	0.0004			1(1,0)-1(1,1)	-9.79620		208.64130	JPL
C&alpha;	Carbon Recombination Line	936.88200	0			C(191)&alpha;	0.00000		0.00000	Recomb
N17O	Nitric oxide	937.06960	0.0835			J=39/2-39/2,&Omega;=1/2,F1=39/2+-39/2-,F2=37/2+-37/2-	-13.05820		785.59600	CDMS
H2SO4	Sulfuric acid	937.09490	16.4327			99(47,53)-99(46,53)	-10.47840		1652.82050	JPL
t-HONO	Trans - HONO	938.54540	0.005			20(4,16)-20(4,17)	-9.27910		208.42640	JPL
D2CO	Formaldehyde	939.02310	0.0403			27(7,20)-27(7,21)	-9.46960		923.53191	JPL
D2CO	Formaldehyde	939.08700	0			27(7,20)-27(7,21)	0.00000		923.49700	SLAIM
D2CO	Formaldehyde	939.08700	0.0001			27(7,20)-27(7,21)	-9.46960		923.49650	CDMS
N17O	Nitric oxide	939.24970	0.0808			J=39/2-39/2,&Omega;=1/2,F1=39/2+-39/2-,F2=39/2+-39/2-	-13.08120		785.59580	CDMS
CH3CHOv=0,1&2	Acetaldehyde	939.32780	0.0029			12(3,9)-12(3,10)A,vt=0	-9.04990		64.34630	JPL
H2CO	Formaldehyde	939.34910	0.0072			52(8,44)-52(8,45)	-15.62130		3856.25400	CDMS
15N17O	Nitric oxide	939.62920	0.0102			J=3/2-3/2,p=1--1,F1=2-3,F2=3-4	-11.17310		4.70080	CDMS
H&beta;	Hydrogen Recombination Line	939.64200	0			H(240)&beta;	0.00000		0.00000	Recomb
l-H2CCC	Propadienylidene	939.83200	0.375			15(2,13)-15(2,14)	0.00000		120.43200	SLAIM
17OD	Hydroxyl radical	940.01420	0.2464			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=10-11,F=10-9	-16.10770		1143.16300	JPL
He&beta;	Helium Recombination Line	940.02500	0			He(240)&beta;	0.00000		0.00000	Recomb
C&beta;	Carbon Recombination Line	940.11100	0			C(240)&beta;	0.00000		0.00000	Recomb
17OH	Hydroxyl radical	940.19340	0.0482			N=5-5,J+1/2=9/2-9/2,p=1--1,F1=5-5,F+1/2=5/2-7/2	-10.54690		606.49150	JPL
c-D2C3O	Cyclopropenone	941.27820	0.0069			47(12,35)-47(12,36)	-8.74950		576.38420	CDMS
HDCO	Formaldehyde	941.30460	0.0262			27(6,21)-27(6,22)	-9.48730		1014.10250	JPL
HeII&alpha;	Helium Recombination Line	941.30800				HeII(303)&alpha;	0.00000		0.00000	SLAIM
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	941.42210	0.0004			17(2,16)-17(1,16),gauche	-10.73340		30.78770	CDMS
HDCO	Formaldehyde	941.46600	0.002			27(6,21)-27(6,22)	0.00000		1012.99100	SLAIM
HDCO	Formaldehyde	941.47190	0.0003			27(6,21)-27(6,22)	-9.48860		1012.99080	CDMS
N17O	Nitric oxide	941.91660	0.0132			J=5/2-5/2,&Omega;=1/2,F1=7/2+-5/2-,F2=5/2+-3/2-	-11.99330		13.00320	CDMS
17OO	Molecular oxygen	941.95300	0.0613			N=7-7,J=6-8,F=11/2-11/2	-18.09860		77.91790	JPL
NH2CH2CH2OHv25+v27	Aminoethanol	942.05500	0.2628			43(11,32)-43(11,33)	-10.45500		765.64000	JPL
CH3O13CHO(TopModel)	Methyl Formate	942.46100	0			14(5,9)-14(5,10)-+vt=1-1	0.00000		185.52690	TopModel
l-C3Hv=0	Propynylidyne	942.62130	0.168			J=23/2,&Omega;=3/2,F=12--12+	-9.41590		52.01300	JPL
G'Gg'gg'-CH2(OH)CH(OH)CH2OH	Glycerol	942.84500	0.2526			35(13,23)-35(12,23)	-9.30070		130.86560	CDMS
NaOv=0	Sodium monoxide	942.90110	1.2778			J=41/2,&Omega;=1/2,F=19-19,l=e-f	-8.28330		183.60950	JPL
NaOv=0	Sodium monoxide	942.90730	1.278			J=41/2,&Omega;=1/2,F=20-20,l=e-f	-8.26350		183.60930	JPL
NaOv=0	Sodium monoxide	942.91390	1.2781			J=41/2,&Omega;=1/2,F=21-21,l=e-f	-8.24260		183.60920	JPL
NaOv=0	Sodium monoxide	942.92060	1.2784			J=41/2,&Omega;=1/2,F=22-22,l=e-f	-8.22080		183.60900	JPL
H&gamma;	Hydrogen Recombination Line	943.51900	0			H(274)&gamma;	0.00000		0.00000	Recomb
He&gamma;	Helium Recombination Line	943.90400	0			He(274)&gamma;	0.00000		0.00000	Recomb
15N17O	Nitric oxide	943.92280	0.0197			J=7/2-7/2,p=1--1,F1=6-6,F2=6-6	-11.31960		23.51450	CDMS
C&gamma;	Carbon Recombination Line	943.99000	0			C(274)&gamma;	0.00000		0.00000	Recomb
gGG'g-CH2OHCH2CH2OH	1,3-propanediol, gGG'g	944.20520	0.0005			8(4,4)-8(4,5),v=1-0	-9.48330		10.43730	CDMS
NH2CH2CH2OHv27=1	Aminoethanol	944.26500	0.0043			47(12,35)-47(12,36)	-9.93340		531.32930	JPL
H&zeta;	Hydrogen Recombination Line	944.48800	0			H(344)&zeta;	0.00000		0.00000	Recomb
N17O	Nitric oxide	944.66040	0.021			J=7/2-7/2,&Omega;=1/2,F1=11/2+-11/2-,F2=11/2+-13/2-	-12.92730		24.38950	CDMS
NH2CH2CH2OHv26+v27	Aminoethanol	944.68850	0.062			45(7,39)-45(6,39)	-10.82460		633.01120	JPL
H&epsilon;	Hydrogen Recombination Line	944.80000	0			H(324)&epsilon;	0.00000		0.00000	Recomb
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	944.81270	0.0001			6(1,6)-6(0,6)	-8.86520		4.28930	CDMS
aG'g-CH3CHOHCH2OH	1,2-propanediol, aG'g	945.08230	0.0001			30(6,25)-30(5,25)	-9.86400		107.54180	CDMS
CH3O13CHO(TopModel)	Methyl Formate	945.24800	0.031			60(16,44)-60(16,45)vt=0-0	0.00000		867.02230	TopModel
15N17O	Nitric oxide	945.50340	0.0878			J=41/2-41/2,p=-1-1,F1=23-23,F2=23-23	-12.94960		827.03660	CDMS
g'G'g-CH3CHOHCH2OH	1,2-propanediol, g'G'g	945.52690	0.0018			61(13,49)-61(12,49)	-9.12140		442.03940	CDMS
HS2	Thiosulfeno	945.60820	0.0039			3(1,2)-3(1,3),J=7/2-7/2,F=3-3	-9.63870		12.38160	CDMS
H&delta;	Hydrogen Recombination Line	945.66800	0			H(301)&delta;	0.00000		0.00000	Recomb
He&delta;	Helium Recombination Line	946.05300	0			He(301)&delta;	0.00000		0.00000	Recomb
HS2	Thiosulfeno	946.09450	0.0035			3(1,2)-3(1,3),J=7/2-7/2,F=4-4	-9.52540		12.38120	CDMS
CH3CH2CNv=0	Ethyl Cyanide	946.28970	0.0003			31(5,26)-31(5,27)	-8.79650		167.75870	JPL
